,Haltestelle,latitude,longitude,index
462,"Ashausen, Königsberger Straße",10.123291,53.361898,0.0
463,"Ashausen, Schlehenweg",10.126474,53.362425,0.0
464,"Ashausen, Steinhage",10.124855,53.368821,0.0
465,Asklepios Westklinikum (Mitte),9.778932,53.582486,0.0
466,Asklepios Westklinikum (Ost),9.782229,53.582006,0.0
467,Asklepios Westklinikum (West),9.773643,53.582259,0.0
468,"Assel, Asseler Feldstraße",9.424955,53.69437,0.0
469,"Assel, Asseler Hafenstraße",9.437435,53.690534,0.0
470,"Assel, Schule",9.42928,53.692486,0.0
471,Asselermoor 19,9.41743,53.66073,0.0
472,Asselermoor 33,9.410063,53.662238,0.0
473,Asselermoor 55,9.401229,53.663885,0.0
474,Auedeich,9.884717,53.526795,0.0
475,Auenstraße,10.050699,53.572427,0.375
476,Auerhahnweg,10.140784,53.590597,0.0
477,Auf dem Sande (Speicherstadt),9.989889,53.543878,0.0
478,Auf dem Sülzbrack,10.177818,53.407559,0.0
479,Auf der Bojewiese,10.177833,53.496725,0.0
480,Auf der Hohen Schaar,9.963508,53.497576,0.0
481,Auf der Jahnhöhe,9.929671,53.453887,0.0
482,Augustastraße,10.215308,53.490859,0.0
483,August-Bebel-Straße,10.233935,53.483192,0.0
484,Auguste-Baur-Straße,9.813499,53.559154,0.0
485,Augustenburger Straße,9.94463,53.56545,0.0
486,August-Kirch-Straße,9.897696,53.571446,0.0
487,Aumühle,10.31461,53.530046,0.0
488,"Aumühle, Augustinum",10.311059,53.530309,0.0
489,"Aumühle, Bürgerstraße",10.313014,53.521717,0.0
490,"Aumühle, Dora-Specht-Allee",10.312171,53.525506,0.0
491,"Aumühle, Ernst-Anton-Straße",10.319391,53.523263,0.0
492,"Aumühle, Große Straße",10.304785,53.526379,0.0
493,"Aumühle, Kuhkoppel",10.323767,53.521426,0.0
494,"Aumühle, Lindenstraße",10.310894,53.529359,0.0
495,"Aumühle, Sachsenwaldstraße",10.314623,53.525607,0.0
496,Aurubis Werk Ost,10.035356,53.515377,0.0
497,Aurubis Zentrale,10.033834,53.521609,0.0
498,Außenmühle,9.981951,53.45054,0.0
499,Ausschläger Allee (Kfz-Verwahrstelle),10.060049,53.531029,0.0
500,Ausschläger Weg (LBV),10.0383,53.547583,0.0
501,Australiastraße (Hafenmuseum),9.999224,53.525821,0.0
502,Auufer,9.704035,53.921517,0.0
503,"Avendorf, Elbuferstraße",10.46979,53.379465,0.0
504,Avendorf (Ost),10.457221,53.385478,0.0
505,"Avendorf, Recht Up",10.447055,53.387983,0.0
506,Avendorf (West),10.436877,53.387468,0.0
507,Avensermoor 5,9.609422,53.271076,0.0
508,Averhoffstraße,10.016826,53.570644,0.125
509,Axel-Springer-Platz,9.985527,53.552217,0.0
510,Baakenhöft,10.008576,53.538309,0.0
511,BAB-Auffahrt Horn,10.067762,53.559454,0.0
512,BAB-Auffahrt Nettelnburg,10.177509,53.475791,0.125
513,BAB-Auffahrt Ramelsloh,10.035429,53.343284,0.0
514,BAB-Auffahrt Stellingen,9.922215,53.596607,0.0
515,BAB-Auffahrt Volkspark,9.91801,53.580313,0.0
516,BAB-Auffahrt Waltershof,9.911922,53.514245,0.0
517,BAB-Auffahrt Waltershof (N),9.912438,53.514412,0.0
518,"Bachenbrock, Parkplatz",9.575519,53.588293,0.0
519,"Bachenbrock, Wendeplatz",9.570979,53.576436,0.0
520,Bachenbrock 17,9.569056,53.58163,0.0
521,Bachenbrock 86,9.574849,53.587882,0.0
522,Bachstraße,10.02486,53.577045,0.0
523,Bad Bevensen,10.574137,53.078221,0.0
524,Bad Bodenteich,10.672918,52.835055,0.0
525,Bad Bramstedt,9.890119,53.920526,0.0
526,"Bad Bramstedt, Am Köhlerhof(AST-Halt)",9.883125,53.910803,0.0
527,"Bad Bramstedt, Am Wittrehm(AST-Halt)",9.898086,53.901662,0.0
528,"Bad Bramstedt, An der Hudau(AST-Halt)",9.886095,53.914509,0.0
529,"Bad Bramstedt, Bimöhler Straße(AST-Halt)",9.897552,53.923562,0.0
530,"Bad Bramstedt, Bleeck",9.88236,53.918535,0.0
531,"Bad Bramstedt, Bob'n de Lieth (AST-Halt)",9.877241,53.926255,0.0
532,"Bad Bramstedt, Brügmann-Ring (AST-Halt)",9.897029,53.919783,0.0
533,"Bad Bramstedt, Butendoor",9.88685,53.914917,0.0
534,"Bad Bramstedt, Caspar-Fuchs-Weg(AST-Halt)",9.880056,53.913188,0.0
535,"Bad Bramstedt, Clashorn",9.940014,53.904261,0.0
536,"Bad Bramstedt, Dahlkamp(AST-Halt)",9.866958,53.92225,0.0
537,"Bad Bramstedt, Danziger Weg(AST-Halt)",9.865585,53.918433,0.0
538,"Bad Bramstedt, Düsternhoop(AST-Halt)",9.889567,53.923199,0.0
539,"Bad Bramstedt, Ellernbusch(AST-Halt)",9.868457,53.924791,0.0
540,"Bad Bramstedt, Friedhof(AST-Halt)",9.87569,53.918377,0.0
541,"Bad Bramstedt, Fuhlendorfer Weg",9.885828,53.925608,0.0
542,"Bad Bramstedt, Gemeinschaftsschule",9.871724,53.926717,0.0
543,"Bad Bramstedt, Goethering(AST-Halt)",9.86906,53.91352,0.0
544,"Bad Bramstedt, Graf-Stolberg-Straße (AST-Halt)",9.887451,53.928929,0.0
545,"Bad Bramstedt, Grundschule Am Bahnhof",9.889316,53.919948,0.0
546,"Bad Bramstedt, Gustav-Schatz-Weg(AST-Halt)",9.86886,53.89805,0.0
547,"Bad Bramstedt, Gymnasium",9.89604,53.926906,0.0
548,"Bad Bramstedt, Hamburger Straße (Mitte)",9.8815,53.910958,0.0
549,"Bad Bramstedt, Kantstraße(AST-Halt)",9.879944,53.926657,0.0
550,"Bad Bramstedt, Klinikum(AST-Halt)",9.893501,53.903529,0.0
551,"Bad Bramstedt, Königsweg(AST-Halt)",9.876444,53.910016,0.0
552,Bad Bramstedt Kurhaus,9.890466,53.903201,0.0
553,"Bad Bramstedt, Lehmbarg(AST-Halt)",9.897744,53.924719,0.0
554,"Bad Bramstedt, Maienbaß",,,0.0
555,"Bad Bramstedt, Maienbeeck (Ost)",9.880561,53.921271,0.0
556,"Bad Bramstedt, Maienbeeck (West)",9.875549,53.923248,0.0
557,"Bad Bramstedt, Oskar-Alexander-Straße (AST-Halt)",9.890425,53.911998,0.0
558,"Bad Bramstedt, Parkstraße(AST-Halt)",9.885462,53.908324,0.0
559,"Bad Bramstedt, Pommernweg",9.871444,53.903035,0.0
560,"Bad Bramstedt, Psychos.Klinik(AST-Halt)",9.889944,53.904418,0.0
561,"Bad Bramstedt, Raamakerstieg(AST-Halt)",9.887058,53.921861,0.0
562,"Bad Bramstedt, Rühmels(AST-Halt)",9.86636,53.91026,0.0
563,"Bad Bramstedt, Saebystraße(AST-Halt)",9.881076,53.908158,0.0
564,"Bad Bramstedt, Schillerstraße (Mitte)(AST-Halt)",9.870615,53.915854,0.0
565,"Bad Bramstedt, Schillerstraße (Süd) (AST-Halt)",9.873776,53.913432,0.0
566,"Bad Bramstedt, Schlüskamp(AST-Halt)",9.889313,53.919832,0.0
567,"Bad Bramstedt, Stedingweg(AST-Halt)",9.878586,53.912732,0.0
568,"Bad Bramstedt, Tegelbarg(AST-Halt)",9.890982,53.92813,0.0
569,"Bad Bramstedt, Unter der Lieth(AST-Halt)",9.879811,53.923963,0.0
570,"Bad Bramstedt, Vogelstange",9.887597,53.916421,0.0
571,"Bad Bramstedt, Weddelbrooker Straße",9.883238,53.901736,0.0
572,Bad Oldesloe,10.382863,53.805344,0.0
573,"Bad Oldesloe, Am Bürgerpark",10.368472,53.809324,0.0
574,"Bad Oldesloe, Am Glindhorst",10.389429,53.807664,0.0
575,"Bad Oldesloe, Am Hohenkamp",10.360275,53.807486,0.0
576,"Bad Oldesloe, Am Stadion",10.376661,53.814137,0.0
577,"Bad Oldesloe, Am Steinf. Redder (M)",10.398563,53.818475,0.0
578,"Bad Oldesloe, Am Steinfelder Redder",10.393055,53.814477,0.0
579,"Bad Oldesloe, Am Tegel",10.402308,53.804656,0.0
580,"Bad Oldesloe, Amalie-Dietrich-Straße",10.354277,53.801776,0.0
581,"Bad Oldesloe, Anne-Frank-Straße",10.383278,53.799288,0.0
582,"Bad Oldesloe, Aspen",10.397821,53.801663,0.0
583,"Bad Oldesloe, Bei der Mennokate",10.374751,53.816558,0.0
584,"Bad Oldesloe, Berufsschule",10.396339,53.806838,0.0
585,"Bad Oldesloe, Bickbüschen",10.356756,53.807094,0.0
586,"Bad Oldesloe, Birkenkamp",10.364448,53.798534,0.0
587,"Bad Oldesloe, Dorothea-Schlözer-Straße",10.352117,53.803517,0.0
588,"Bad Oldesloe, Elly-Heuss-Knapp-Straße",10.405864,53.797956,0.0
589,"Bad Oldesloe, Else-Wex-Ring",10.399482,53.816891,0.0
590,"Bad Oldesloe, Famila",10.404592,53.799876,0.0
591,"Bad Oldesloe, F.-D.-Hagelstein-Weg",10.393756,53.818207,0.0
592,"Bad Oldesloe, Feuerwache",10.381708,53.811563,0.0
593,"Bad Oldesloe, Finanzamt",10.380556,53.81021,0.0
594,"Bad Oldesloe, Finkenweg",10.365985,53.799127,0.0
595,"Bad Oldesloe, Friedhof",10.35713,53.800827,0.0
596,"Bad Oldesloe, Fuchsberg",10.391197,53.818893,0.0
597,"Bad Oldesloe, Gartenstraße",10.385733,53.814374,0.0
598,"Bad Oldesloe, Gewerbegebiet West",10.338784,53.800486,0.0
599,"Bad Oldesloe, Glinde 1-15",10.304742,53.803044,0.0
600,"Bad Oldesloe, Glinde 21-28",10.312819,53.803082,0.0
601,"Bad Oldesloe, Grundschule West",10.35087,53.807682,0.0
602,"Bad Oldesloe, Gymnasium",10.367329,53.805447,0.0
603,"Bad Oldesloe, Hagenstraße",10.374169,53.810373,0.0
604,"Bad Oldesloe, Hako",10.348555,53.799442,0.0
605,"Bad Oldesloe, Hanelanden",10.350733,53.810056,0.0
606,"Bad Oldesloe, Hebbelstraße",10.381344,53.802788,0.0
607,"Bad Oldesloe, Hedwig-Kettler-Straße",10.35119,53.806322,0.0
608,"Bad Oldesloe, Heimatmuseum",10.373637,53.808025,0.0
609,"Bad Oldesloe, Heimstraße",10.360491,53.811338,0.0
610,"Bad Oldesloe, Helene-Stöcker-Straße",10.352039,53.806743,0.0
611,"Bad Oldesloe, Im Hölk 14-24",10.389271,53.817585,0.0
612,"Bad Oldesloe, Klaus-Groth-Schule",10.380544,53.816329,0.0
613,"Bad Oldesloe, Kneeden",10.426497,53.816483,0.0
614,"Bad Oldesloe, Königstraße",10.369217,53.808426,0.0
615,"Bad Oldesloe, Krankenhaus",10.364157,53.811539,0.0
616,"Bad Oldesloe, Kurparkallee",10.375762,53.807093,0.0
617,"Bad Oldesloe, Lily-Braun-Straße (Nord)",10.402977,53.801971,0.0
618,"Bad Oldesloe, Lindenkamp",10.356822,53.801622,0.0
619,"Bad Oldesloe, Lise-Meitner-Ring",10.349914,53.804862,0.0
620,"Bad Oldesloe, Lübecker Straße",10.37654,53.810912,0.0
621,"Bad Oldesloe, Mährischer Berg",10.368407,53.806854,0.0
622,"Bad Oldesloe, Masurenwegschule",10.390832,53.805113,0.0
623,"Bad Oldesloe, Meddelskamp",10.361522,53.803338,0.0
624,"Bad Oldesloe, Meisenweg",10.370399,53.799994,0.0
625,"Bad Oldesloe, Minimax",10.388744,53.801642,0.0
626,"Bad Oldesloe, Möhlenbecker Weg (Ost)",10.355458,53.803084,0.0
627,"Bad Oldesloe, Moordamm",10.368912,53.802338,0.0
628,"Bad Oldesloe, Ölmühle",10.384197,53.794471,0.0
629,"Bad Oldesloe, Pahleck",10.400261,53.803818,0.0
630,"Bad Oldesloe, Poggenbreeden",10.385713,53.816971,0.0
631,"Bad Oldesloe, Ratzeburger Straße",10.399975,53.802078,0.0
632,"Bad Oldesloe, Rögen",10.341582,53.800176,0.0
633,"Bad Oldesloe, Salinenstraße",10.369374,53.806259,0.0
634,"Bad Oldesloe, Sandkamp",10.342144,53.799253,0.0
635,"Bad Oldesloe, Schanzenbarg 2",10.399131,53.809087,0.0
636,"Bad Oldesloe, Schanzenbarg 20",10.401596,53.80834,0.0
637,"Bad Oldesloe, Schanzenbarg 33",10.400494,53.807616,0.0
638,"Bad Oldesloe, Schule am Kurpark",10.376563,53.801432,0.0
639,"Bad Oldesloe, Schützenstraße",10.365512,53.809807,0.0
640,"Bad Oldesloe, Segeberger Straße 38",10.376702,53.815376,0.0
641,"Bad Oldesloe, Sehmsdorfer Straße 3",10.39327,53.807673,0.0
642,"Bad Oldesloe, Sehmsdorfer Straße 75",10.402411,53.810469,0.0
643,"Bad Oldesloe, Stadtschule",10.371668,53.806772,0.0
644,"Bad Oldesloe, Stettiner Straße",10.380606,53.81729,0.0
645,"Bad Oldesloe, Stormarner Werkstätten",10.330879,53.797698,0.0
646,"Bad Oldesloe, Teichkoppel",10.410178,53.7922,0.0
647,"Bad Oldesloe, Theodor-Storm-Schule",10.364519,53.807267,0.0
648,"Bad Oldesloe, Timm-Kröger-Weg",10.360174,53.806714,0.0
649,"Bad Oldesloe, Travebad",10.368627,53.81174,0.0
650,"Bad Oldesloe, Travenhöhe",10.385895,53.812368,0.0
651,"Bad Oldesloe, Ulmenkamp",10.360949,53.800164,0.0
652,"Bad Oldesloe, Vicelinkirche",10.363018,53.805002,0.0
653,"Bad Oldesloe, Waldstraße",10.377735,53.816317,0.0
654,"Bad Oldesloe, Wendum",10.378408,53.813712,0.0
655,"Bad Oldesloe, Wiesenstraße",10.374533,53.818222,0.0
656,"Bad Oldesloe, Wolfgang-Sonder-Weg",10.383033,53.814459,0.0
657,"Bad Oldesloe, Zulassungsstelle",10.334472,53.799491,0.0
658,"Bad Oldesloe, Zur Düpenau",10.407901,53.795812,0.0
659,Bad Segeberg,10.308313,53.933734,0.0
660,"Bad Segeberg, Abzweigung Kaserne",10.282451,53.936374,0.0
661,"Bad Segeberg, Am Apfelgarten",10.312343,53.9296,0.0
662,"Bad Segeberg, Am Wasserwerk",10.288039,53.940322,0.0
663,"Bad Segeberg, Amtsgericht",10.321306,53.932826,0.0
664,"Bad Segeberg, Berliner Straße",10.293571,53.956687,0.0
665,"Bad Segeberg, Birkenring 16",10.302372,53.924254,0.0
666,"Bad Segeberg, Dahlienstraße",10.311208,53.925937,0.0
667,"Bad Segeberg, Dorfstraße",10.300059,53.949249,0.0
668,"Bad Segeberg, Dorfstraße (Mitte)",10.303112,53.948497,0.0
669,"Bad Segeberg, Efeustraße",10.313853,53.929691,0.0
670,"Bad Segeberg, EKZ Christiansfelde",10.329759,53.928105,0.0
671,"Bad Segeberg, Esmarchstraße",10.305309,53.949111,0.0
672,"Bad Segeberg, Fliederweg",10.309332,53.932625,0.0
673,"Bad Segeberg, Franz-Claudius-Schule",10.297601,53.930434,0.0
674,"Bad Segeberg, Geschwister-Scholl-Straße",10.319275,53.92973,0.0
675,"Bad Segeberg, Gieschenhagen",10.314247,53.932535,0.0
676,"Bad Segeberg, Ginsterweg",10.310313,53.927483,0.0
677,"Bad Segeberg, Glindenberg",10.296389,53.947339,0.0
678,"Bad Segeberg, Gustav-Böhm-Siedlung",10.290028,53.933696,0.0
679,"Bad Segeberg, Habichtshorst",10.29431,53.95543,0.0
680,"Bad Segeberg, Hallenbad",10.304235,53.933237,0.0
681,"Bad Segeberg, Hamburger Straße(Möbel Kraft)",10.299954,53.937075,0.0
682,"Bad Segeberg, Heinrich-der-Löwe-Ring",10.307758,53.925633,0.0
683,"Bad Segeberg, Heinrich-Rantzau-Schule",10.301299,53.943584,0.0
684,"Bad Segeberg, Herzzentrum",10.306317,53.94237,0.0
685,"Bad Segeberg, Ihlwaldfriedhof",10.291664,53.959538,0.0
686,"Bad Segeberg, Imkerschule",10.289059,53.933877,0.0
687,"Bad Segeberg, Julius-Leber-Straße",10.32682,53.928102,0.0
688,"Bad Segeberg, Kiekut",10.330171,53.931973,0.0
689,"Bad Segeberg, KiTa Christiansfelde",10.322762,53.927832,0.0
690,"Bad Segeberg, Krankenhausstraße",10.306789,53.940398,0.0
691,"Bad Segeberg, Kreishaus",10.304164,53.936329,0.0
692,"Bad Segeberg, Kuckucksbarg",10.32977,53.930369,0.0
693,"Bad Segeberg, Kurhausstraße (Süd)",10.307285,53.938272,0.0
694,"Bad Segeberg, Kurt-Schumacher-Ring",10.291383,53.951445,0.0
695,"Bad Segeberg, Leopardstraße (Nord)",10.275417,53.938902,0.0
696,"Bad Segeberg, Leopardstraße (Süd)",10.273288,53.933498,0.0
697,"Bad Segeberg, Liliencronweg",10.291657,53.93172,0.0
698,"Bad Segeberg, Lindhofstraße",10.311291,53.949936,0.0
699,"Bad Segeberg, Lohmühlenweg",10.295526,53.94308,0.0
700,"Bad Segeberg, Lübecker Landstraße",10.32395,53.931701,0.0
701,"Bad Segeberg, Marktplatz",10.30922,53.935869,0.0
702,"Bad Segeberg, Möbel Kraft",10.297236,53.938803,0.0
703,"Bad Segeberg, Mozartweg",10.295109,53.945843,0.0
704,"Bad Segeberg, Mühlenberg",10.294617,53.936828,0.0
705,"Bad Segeberg, Neurologisches Zentrum",10.294565,53.94991,0.0
706,"Bad Segeberg, Oberbergstraße",10.319809,53.935098,0.0
707,"Bad Segeberg, Oldesloer Straße",10.317317,53.931387,0.0
708,"Bad Segeberg, Propsteialtenheim",10.295013,53.931441,0.0
709,"Bad Segeberg, Rathaus",10.314022,53.936527,0.0
710,"Bad Segeberg, Redderblecken",10.301585,53.952773,0.0
711,"Bad Segeberg, Riihimäkistraße",10.294933,53.941146,0.0
712,"Bad Segeberg, Schillerstraße",10.306116,53.943253,0.0
713,"Bad Segeberg, Schlangenredder",10.320019,53.928707,0.0
714,"Bad Segeberg, Schule am Burgfeld",10.295962,53.927181,0.0
715,"Bad Segeberg, Strandbad Ihlsee",10.305389,53.956532,0.0
716,"Bad Segeberg, Theodor-Heuss-Ring",10.292528,53.953976,0.0
717,"Bad Segeberg, Thoms Koppel",10.301044,53.931008,0.0
718,"Bad Segeberg, Tulpenweg",10.316325,53.92695,0.0
719,"Bad Segeberg, Turnierplatz",10.307836,53.946613,0.0
720,"Bad Segeberg, Waldweg/Ihlsee",10.311201,53.954833,0.0
721,"Bad Segeberg, Weichseldamm",10.286369,53.931588,0.0
722,"Bad Segeberg, Weißdornstraße",10.306299,53.923286,0.0
723,"Badendorf, Dorfstraße",10.582987,53.869601,0.0
724,"Badendorf, Gemeinschaftshaus",10.574033,53.868011,0.0
725,"Badendorf, Mitteltor",10.574064,53.865189,0.0
726,"Badendorf, Zur Wüstenei",10.591166,53.871982,0.0
727,"Bahlburg, Burgstraße 80/83",10.194297,53.294201,0.0
728,"Bahlburg, Meyersberg",10.186643,53.299938,0.0
729,"Bahlburg, Ortsmitte",10.182437,53.30352,0.0
730,"Bahlburg, Sandhöfen",10.180363,53.302849,0.0
731,Bahlburg (West),10.175376,53.308595,0.0
732,Bahngärten,10.07782,53.570398,0.0
733,Bahnübergang Sieversstücken,9.785235,53.581231,0.0
734,Bahrenfeld,9.911385,53.560128,0.0
735,Bahrenfelder Marktplatz,9.901789,53.564478,0.0
736,Bahrenfelder Straße,9.928271,53.550429,0.0
737,"Bahrenfleth, Am Bummel",9.450705,53.875157,0.0
738,"Bahrenfleth, Brokreihe (Mitte)",9.460731,53.87582,0.0
739,"Bahrenfleth, Groß Wisch 18",9.455737,53.861185,0.0
740,"Bahrenfleth, Klein Bahrenfleth 7",9.439888,53.87163,0.0
741,"Bahrenfleth, Klein Wisch 7",9.446371,53.858012,0.0
742,"Bahrenfleth, Kuhdamm",9.439896,53.873894,0.0
743,"Bahrenfleth, Störfähre",9.420418,53.878205,0.0
744,"Bahrenhof, Dorfstraße",10.371147,53.878643,0.0
745,"Bahrenhof, Hohelucht",10.363859,53.878537,0.0
746,"Bahrenhof, Holmkenrade",10.379965,53.878587,0.0
747,"Bahrenkrug, Abzweigung",10.456756,54.041418,0.0
748,"Bäk, Am Gerichtsberg",10.787303,53.706268,0.0
749,"Bäk, Am Steinkamp",10.789038,53.716827,0.0
750,"Bäk, Im Winkel",10.786491,53.714259,0.0
751,"Bäk, Ohsten Barg",10.787675,53.711124,0.0
752,"Bäk, Schulstraße",10.779599,53.712843,0.0
753,Bälau,10.621692,53.617688,0.0
754,"Balje, Am Fährstieg",9.088667,53.820052,0.0
755,"Balje, Bahnhofstraße",9.133122,53.828232,0.0
756,"Balje, Baljerdorf 19",9.151607,53.8206,0.0
757,"Balje, Baljerdorf 4",9.137627,53.821946,0.0
758,"Balje, Hörne-Ost",9.101478,53.818137,0.0
759,"Balje, Hörne-West",9.086817,53.821231,0.0
760,"Balje, Hünkenbütteler Straße",9.165223,53.819477,0.0
761,"Balje, Natureum",9.044998,53.820535,0.0
762,"Balje, Neuenschleuser Straße",9.130279,53.812539,0.0
763,"Balje, Süderdeich-West",9.120302,53.811696,0.0
764,Banksstraße (Großmarkt),10.015011,53.544665,0.0
765,Bardowick,10.371932,53.290511,0.0
766,"Bardowick, Am Entenmoor",10.389051,53.291066,0.0
767,"Bardowick, Bahnhofstraße",10.379788,53.29076,0.0
768,"Bardowick, Bühringsmoor",10.360108,53.292056,0.0
769,"Bardowick, Feldstraße (Bf. Bardowick)",10.370119,53.28947,0.0
770,"Bardowick, Hamburger Landstraße",10.386878,53.293436,0.0
771,"Bardowick, Huderstraße",10.38856,53.30597,0.0
772,"Bardowick, Im Bruch",10.331952,53.301988,0.0
773,"Bardowick, Im Sande",10.386029,53.296852,0.0
774,"Bardowick, Markt",10.393037,53.297867,0.0
775,"Bardowick, Nikolaihof",10.395336,53.292017,0.0
776,"Bardowick, Pieperstraße",10.39323,53.295043,0.0
777,"Bardowick, Radbrucher Weg",10.362292,53.290458,0.0
778,"Bardowick, Schulstraße",10.392147,53.300932,0.0
779,"Bardowick, Schulzentrum",10.389918,53.292826,0.0
780,"Bardowick, Schwarzer Weg",10.396228,53.289005,0.0
781,"Bardowick, St.-Nikolai-Straße (Schule)",10.38899,53.292405,0.0
782,"Bardowick, Thiessendörper Weg",10.39095,53.289022,0.0
783,"Bardowick, Vor der Westermarsch",10.384763,53.295726,0.0
784,"Bardowick, Wallstraße",10.386546,53.300764,0.0
785,"Bardowick, Wendeplatz",10.356496,53.293552,0.0
786,"Bardowick, Wittorfer Heide",10.368887,53.313315,0.0
787,"Bardowick, Wittorfer Straße",10.38812,53.305365,0.0
788,"Bardowick, Witwenkamp",10.365057,53.289231,0.0
789,"Barendorf, Dorfstraße",10.521092,53.223656,0.0
790,"Barendorf, Industriegebiet",10.53066,53.207268,0.0
791,"Barendorf, Lüneburger Straße",10.522462,53.228931,0.0
792,"Barendorf, Samtgemeinde",10.537771,53.226937,0.0
793,"Barendorf, Schule",10.537422,53.22598,0.0
794,"Barförde, Barförder Elbdeich 22",10.628128,53.367983,0.0
795,"Barförde, Elbdeich 15",10.638044,53.362887,0.0
796,"Barförde, Feuerwehr",10.632224,53.367415,0.0
797,"Barförde, Hinter den Höfen",10.63762,53.367493,0.0
798,"Barförde, Poggenort",10.643224,53.360452,0.0
799,"Bargfelder Rögen, Rögener Weg",10.227324,53.766845,0.0
800,"Bargfelder Rögen, Steinklinken",10.238154,53.768115,0.0
801,"Bargfeld-Stegen, Brooklande",10.186062,53.7699,0.0
802,"Bargfeld-Stegen, Feuerwehr",10.187574,53.767707,0.0
803,"Bargfeld-Stegen, Gräberkater Weg",10.200552,53.76529,0.0
804,"Bargfeld-Stegen, Gut",10.150886,53.764214,0.0
805,"Bargfeld-Stegen, Hartwigsahl",10.212925,53.765121,0.0
806,"Bargfeld-Stegen, Kirche",10.180961,53.764847,0.0
807,"Bargfeld-Stegen, Krankenhaus",10.155237,53.759176,0.0
808,"Bargfeld-Stegen, Krögersweg",10.146685,53.756949,0.0
809,"Bargfeld-Stegen, Mittelweg",10.187732,53.767651,0.0
810,"Bargfeld-Stegen, Rathkrügen",10.189331,53.765878,0.0
811,"Bargfeld-Stegen, Schule",10.183435,53.7644,0.0
812,"Bargfeld-Stegen, Waldweg",10.187859,53.761014,0.0
813,Bargkoppelstieg,10.153768,53.618723,0.0
814,Bargkoppelweg,10.161181,53.626,0.0
815,Bargstedt,9.445444,53.457646,0.0
816,"Bargstedt, Am Sportplatz",9.441006,53.458616,0.0
817,"Bargstedt, Grundschule",9.441746,53.46032,0.0
818,"Bargstedt, Hohe Luft",9.4318,53.457868,0.0
819,"Bargstedt, Knüll",9.45088,53.459819,0.0
820,"Bargstedt, Poststraße",9.445962,53.460359,0.0
821,"Bargstedt, Susbeeck",9.452967,53.456505,0.0
822,Bargteheide,10.268982,53.727964,0.0
823,"Bargteheide, Alte Landstraße",10.25601,53.72967,0.0
824,"Bargteheide, Am Gerstenfeld",10.261197,53.734377,0.0
825,"Bargteheide, Am Hünengrab",10.274608,53.729851,0.0
826,"Bargteheide, Am Maisfeld (Ost)",10.259144,53.737175,0.0
827,"Bargteheide, Am Maisfeld (West)",10.253765,53.737753,0.0
828,"Bargteheide, Am Markt",10.260233,53.729032,0.0
829,"Bargteheide, Am Redder",10.275407,53.721216,0.0
830,"Bargteheide, Am Steinkreuz",10.268902,53.732589,0.0
831,"Bargteheide, Am Volkspark",10.248965,53.724586,0.0
832,"Bargteheide, Amselweg",10.252763,53.731069,0.0
833,"Bargteheide, Amtsverwaltung",10.250813,53.7256,0.0
834,"Bargteheide, Auf der Weide",10.250155,53.735598,0.0
835,"Bargteheide, Bachstraße",10.272556,53.726656,0.0
836,"Bargteheide, Beethovenstraße",10.274822,53.725913,0.0
837,"Bargteheide, Birkenweg",10.2756,53.732104,0.0
838,"Bargteheide, Breslauer Straße",10.270982,53.73573,0.0
839,"Bargteheide, Buchenweg",10.282269,53.728664,0.0
840,"Bargteheide, Carl-Benz-Weg",10.281094,53.720418,0.0
841,"Bargteheide, Erich-Kästner-Weg",10.271535,53.738509,0.0
842,"Bargteheide, Erlenweg",10.280226,53.733241,0.0
843,"Bargteheide, Flederbusch",10.249255,53.729785,0.0
844,"Bargteheide, Friedhof",10.248044,53.72624,0.0
845,"Bargteheide, Glindfelder Weg",10.247013,53.730303,0.0
846,"Bargteheide, Hammoorer Weg",10.268161,53.722569,0.0
847,"Bargteheide, Hasselbusch",10.253251,53.731163,0.0
848,"Bargteheide, Holsteiner Straße",10.264673,53.737611,0.0
849,"Bargteheide, Hufeisenring",10.252025,53.737331,0.0
850,"Bargteheide, Hummelwiese",10.255775,53.722304,0.0
851,"Bargteheide, Jersbeker Straße (Süd)",10.255548,53.729917,0.0
852,"Bargteheide, Kamp",10.255331,53.73434,0.0
